Category,Month,Registrations,Year
RAMA ENGINEERING WORKS,APR,0,2021
RAM AGRO INDUSTRIES,APR,2,2021
RAMAN AGRO INDUSTRIES,APR,0,2021
RAM CHANDER & SONS,APR,0,2021
RAM CHAND & SONS,APR,4,2021
RAMGARHIA ENGG WORKS,APR,10,2021
RAMJI AGRO INDUSTRIES,APR,4,2021
RAM JI ENGINEERING WORKS,APR,1,2021
RAMON INDUSTRIES,APR,4,2021
RANA ENGINEER WORKS,APR,0,2021
RANI TRAILER,APR,0,2021
RASANDIK ENGINEERING INDUSTRIES INDIA LTD,APR,1,2021
"RASHMI AUTOMOBILES, NUAPADA",APR,0,2021
RASIWASIA RASAYAN PVT LTD,APR,0,2021
RATAN ENGINEERING WORKS,APR,1,2021
RATNA ENGINEERING ENTERPRISES,APR,0,2021
RAVINDRA AGRO WORKS,APR,0,2021
RAYON ENGINEERS,APR,0,2021
R B INDUSTRIES,APR,0,2021
RCJ AUTO FORGE PVT LTD,APR,1,2021
RD AND CO,APR,1,2021
REEP INDUSTRIES PVT LTD,APR,201,2021
REFLEX CONTROL SYSTEM PVT .LTD,APR,0,2021
RELIANT ANDERSON INTL,APR,0,2021
RENAULT INDIA PVT LTD,APR,7340,2021
REPUBLIC MOTORS,APR,0,2021
REVOLT INTELLICORP PVT LTD,APR,138,2021
RGM BUSINESS PLUS PVT LTD,APR,0,2021
RIBAND ELECTRIC PVT LTD,APR,0,2021
RIYA ENTERPRISE,APR,1,2021
"RK ENGG WORKS,JUNAGARH",APR,3,2021
RK TRACTOR,APR,2,2021
R.K.TRAILORS,APR,4,2021
R M PANCHAL,APR,0,2021
R.N.GUPTA & CO LTD,APR,3,2021
ROARLEO MOTOR PVT LTD,APR,11,2021
ROLLS ROYCE,APR,0,2021
ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),APR,0,2021
ROOPRAI AGRO INDUSTRIES,APR,0,2021
ROOTS MULTICLEAN LTD,APR,0,2021
ROWWET MOBILITY PVT LTD,APR,0,2021
ROYAL-ENFIELD (UNIT OF EICHER LTD),APR,43336,2021
ROYAL TRACTOR PVT LTD,APR,2,2021
RSD SECURITY SOLUTIONS PVT LTD,APR,1,2021
RUPAL AGRO INDUSTRIES,APR,0,2021
RUTBA PRODUCT PVT LTD,APR,21,2021
SACHITANAND ENGINEERING WORKS,APR,0,2021
SADGURU TRAILER & AGRI EQUIP,APR,1,2021
SAERA ELECTRIC AUTO PVT LTD,APR,376,2021
SAFARI CONSTRUCTION EQUIPMENTS PVT LTD,APR,0,2021
SAGAR AGRO STEEL INDUSTRIES,APR,21,2021
SAGAR INDUSTRIES,APR,5,2021
SAGGU AGRO INDUSTRIES (REGD),APR,0,2021
SAHARA TRALIORS,APR,1,2021
SAHU INDUSTRIES,APR,7,2021
SAI BABA FABRICATION,APR,1,2021
SAI ENGINEERING AND WELDING WORKS,APR,13,2021
"SAI KRIPA ENG WORKS, HALADIAPADAR,BERHAMPUR,GANJAM",APR,1,2021
"SAI KRUPA ENGG WORKS,BHMPUR",APR,3,2021
SAINIK CYCLE MART,APR,0,2021
SAI ROAD ROLLARS AND CONTACTORS,APR,0,2021
SAI TRAILERS,APR,2,2021
SAJEDA ENGINEERING BHAWANIPATNA,APR,1,2021
SAKSHAM TECH AUTOMOBILES,APR,0,2021
SAKSHAM TRADING COMPANY,APR,6,2021
SAKTHIVEL ENGINEERING WORKS,APR,0,2021
SAKTHI VIJAY INDUSTRIES,APR,0,2021
SAKTHI VINAYAKA ENGINEERING WORKS,APR,0,2021
SAMALESWARI ENGG WORKS,APR,13,2021
"SAMAL FABRICATOR,BARCHANA",APR,10,2021
SAME DEUTZ - FAHR INDIA (P) LTD.,APR,161,2021
SAMEER ENGINEERING,APR,0,2021
SAMRAT ELECTRIC VEHICLE,APR,5,2021
"SAMRAT MOTORS, BHUBANESWAR",APR,0,2021
S AND J INDUSTRIES,APR,0,2021
"S AND S ENGG WORKS,BGH",APR,0,2021
"SANGEETA ENG WORKS,SAMBALPUR",APR,0,2021
SANJAY TRAILORS,APR,1,2021
SANJIV TRAILOR MURGOD,APR,0,2021
SANSAR COMBINE,APR,0,2021
SANSAR INDUSTRIES,APR,0,2021
SANTOSH ENGG WORKS,APR,6,2021
SANY HEAVY INDUSTRY INDIA PVT LTD,APR,12,2021
SANY HEAVY INT. LTD. PR C,APR,0,2021
SANY INDIA,APR,0,2021
"SARALA ENGINEERING,CUTTACK",APR,0,2021
SARALA ENTERPRISES CUTTACK,APR,4,2021
"SARASWATI AGRO INDUSTRIES,CTC",APR,9,2021
SARSWATI AGRO CO.,APR,0,2021
"SATAPATHY AGENCIES, BERHAMPUR",APR,0,2021
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,APR,40,2021
SATKAR AGRO ENGINEERING,APR,0,2021
SATKARTAR AGRO WORKS,APR,0,2021
SATNAM ENGG WORKS,APR,4,2021
SATRAC ENGINEERING PVT LTD,APR,1,2021
SATYANARAYANA ENGG.WORKS,APR,2,2021
"SATYASAI INDUSTRIES,DHENKANAL",APR,7,2021
SAURYAA SHARYO CORPORATION,APR,0,2021
SAYA AGRO INDUSTRIES,APR,0,2021
SBTEK E MOTO PVT LTD,APR,1,2021
SCA HAEVY EQUIPMENT PVT. LTD,APR,0,2021
SCANIA COMMERCIAL VEHICLES INDIA PVT LIMITED,APR,0,2021
SCHWING STETTER INDIA PL,APR,2,2021
SCOOTERS INDIA LTD,APR,0,2021
SEALION AUTOMOBILE PVT LTD,APR,3,2021
SEC RJMT ENGG.PVT.LTD.,APR,0,2021
SEC-RJMT ENGINEERING PVT LTD,APR,0,2021
SEN AND PANDIT VOLTAGE CONTROL PVT LTD,APR,0,2021
SENNEBOGEN EXCAVATOR 821E,APR,0,2021
SETH INDUSTRIAL CORPORATION,APR,21,2021
SETHJI INDUSTRIES,APR,0,2021
SGL INDUSTRIES,APR,0,2021
SGLLINE MOTORS PVT LTD,APR,0,2021
SHAH AGRO ENGG WORKS,APR,0,2021
SHAKTI AUTO GREEN,APR,9,2021
SHAKTI ENGINEERING WORK,APR,4,2021
"SHAKTI EN WORKS HALADIAPADAR,BERHAMPUR,GANJAM",APR,0,2021
SHAKTIMAN AGRO INDUSTRIES,APR,4,2021
SHAKTTI CONSTRUCTIONS EQUIPMENT PVT LTD,APR,4,2021
SHAN AGRO TECH,APR,0,2021
SHANTHINATHA TRAILOR,APR,0,2021
SHARMA  AUTO MOBILES,APR,0,2021
SHARMA-SHARMA ENGN WORKS,APR,5,2021
SHEHAL PREET ENGG WORKS,APR,0,2021
SHEHALPREET ENGG WORKS,APR,1,2021
"SHEKHAR ENGINEERING,JAJPUR",APR,2,2021
SHIGAN EVOLTZ LTD,APR,35,2021
SHINE METAL UDYOG PVT LTD (UNIT- II),APR,0,2021
"SHIV AGRO ,AGENCY",APR,7,2021
SHIV AGRO INDUSTRIES,APR,10,2021
SHIV AGRO INDUSTRIES YJ,APR,0,2021
SHIVAJI AGRO INDUSTRIES,APR,7,2021
SHIVASHAKTHI ENG WORKS,APR,14,2021
SHIVA SHAKTI SMALL SCALE INDUSTRY,APR,0,2021
SHIVKRUPA TRAILOR,APR,0,2021
SHIV OM INDIA,APR,0,2021
SHIVRAJ TRAILOR,APR,1,2021
SHIV SAI ENG WORKS,APR,0,2021
SHIVSHAKTI STEEL INDUSTRIES LATUR,APR,3,2021
SHIV TRAILOR INDUSTRIES,APR,22,2021
SHOBHA ENG WORKS,APR,3,2021
SHREE GOWRIAMMAN INDUSTRIES,APR,0,2021
SHREE JALARAM AGRI,APR,1,2021
SHREE KRISHNA AGRO INDUSTRIES,APR,0,2021
SHREE MARUTI NANDAN BUSINESSS (P) LTD,APR,0,2021
SHREE MOMAI TRAILER,APR,0,2021
SHREE NARAYAN EQUIPMENTS PVT LTD,APR,1,2021
SHREE SAI AGRO ENGINEERING WORKS,APR,6,2021
SHREE SHAKTI AGRO INDIA,APR,1,2021
SHREE SHAKTI AUTO IND,APR,0,2021
SHREE SHYAM AGROTECH,APR,0,2021
SHREEVARI ENERGY SYSTEMS PVT. LTD,APR,0,2021
SHREYA ENGINEERS,APR,4,2021
SHRI AVP ENGINEERING WORK,APR,0,2021
SHRI BALAJI AGRO INDUSTRIES,APR,0,2021
SHRI  BALAJI ENGINEERING WORKS,APR,3,2021
SHRI BALAJI ENTERPRISES,APR,0,2021
SHRI BARSANA E-VEHICLES PVT LTD,APR,35,2021
SHRI DATTA AGRO INDUSTRIES,APR,1,2021
SHRI ENGINEERING WORKS,APR,0,2021
SHRI GAJALAXMI ENGG WORKS,APR,0,2021
SHRI GANESH ENGINERRING WORKS,APR,3,2021
SHRI HARI AUTO,APR,0,2021
SHRI KALIKA AGRICULTURE EQUIPMENT,APR,0,2021
SHRI KRISHNA INDUSTRIES,APR,4,2021
SHRI KUMAR TRAILERS EQUIPMENTS,APR,3,2021
SHRI LAXMI ENGINEERING WORKS,APR,1,2021
SHRI MAHALAXMI AGRO IND,APR,5,2021
SHRI NAMO ELECTRIC AUTOMOTIVE,APR,10,2021
SHRI NANDI TRAILER WORKS,APR,0,2021
SHRINIWAS AGRO INDUSTRIES,APR,0,2021
SHRI  PUTTARAJ INDUSTRIES,APR,1,2021
SHRI RADHE ENGG,APR,0,2021
SHRIRAJ ELECTRIC VEHICLES,APR,75,2021
SHRI RAMA ENGINEERING,APR,2,2021
SHRI RAM AGRO INDUSTRIES,APR,0,2021
SHRI RAM AUTO TECH PVT LTD,APR,0,2021
SHRI RAM INDUSTRIES,APR,0,2021
SHRI RAM TRAILOR,APR,0,2021
SHRI SAI ENGG WORKS,APR,7,2021
SHRI SAI SANTOSHI MATA AGRICULTURAL WORKS,APR,5,2021
SHRI SENDHIL AGRO SER,APR,0,2021
SHRI SHANKAR ENG WORKS,APR,14,2021
SHRI SHIVAJI ENG WORKS,APR,5,2021
SHRI SHIVSHANKAR ENTERPRISES,APR,0,2021
SHRI SHIVSHIDHA AGRI IMPLIMENT,APR,0,2021
SHRI SHRINIVASA ENG WORKS,APR,3,2021
SHRI SHYAM ENGG WORKS,APR,3,2021
SHRI SHYAM INDUSTRIES,APR,0,2021
SHRI SWASTIK ENGG,APR,11,2021
SHRI TIRUMALA ENGINEERING WORKS,APR,8,2021
SHRI VADESHWAR TRAILORS,APR,7,2021
SHRI VENKATARAMANA TRAILER WORK,APR,1,2021
SHRI VENKATESHWARA ENGINEERING WORKS,APR,3,2021
SHRI VENKATESHWAR AGRO INDUSTRIES,APR,0,2021
SHRI VENUGOPAL ENGG WORKS,APR,0,2021
SHRI VIJAY ENGINEERING WORKS,APR,0,2021
SHRI VINAYAK INDUSTRIES,APR,5,2021
SHRI VISHWAKARMA AUTOMOBILE,APR,8,2021
SHUBHADA INDUSTRIES,APR,0,2021
SHUBHLAXMI AGRO IND.,APR,0,2021
"SIDDHAKALA ENGINEERING AND WELDING WORKS
",APR,0,2021
SIDDHESHWAR AGRO INDUSTRIES,APR,0,2021
SIDDHESWARI WELDING WORKS,APR,0,2021
SIDDHI ENGINEERING WORKS,APR,10,2021
SIDHI DURGA ENGINEERING,APR,10,2021
SINGHAL ENTERPRISES,APR,0,2021
SINGH ENGINEERING WORKS,APR,3,2021
SIRF INDIA VEHICLES PVT LTD,APR,0,2021
SITARAM ENGINEERING WORKS,APR,0,2021
SITYOG ENGINEERING PVT LTD,APR,0,2021
SIWACH STEEL PVT LTD,APR,9,2021
SJ BIZ SOLUTIONS PVT LTD,APR,0,2021
SKODA AUTO AS,APR,11,2021
SKODA AUTO INDIA PVT LTD,APR,23,2021
SKODA AUTO VOLKSWAGEN INDIA PVT LTD,APR,2318,2021
SKS TRADE INDIA PVT LTD,APR,98,2021
S. K. TRAILER,APR,1,2021
SKYRIDE AUTOMOTIVE,APR,21,2021
SMART ELECTRO MOTORS,APR,2,2021
SML ISUZU LTD,APR,499,2021
SMV,APR,86,2021
SN SOLAR ENERGY,APR,2,2021
"S N SWAMI ENG WORKS,NUAPADA",APR,0,2021
SOHAM AGRO IND,APR,0,2021
SOLANKE ENGINEERING WORKS,APR,0,2021
SONALIKA INTERNATIONAL TRACTORS LIMITED,APR,19,2021
SONI E VEHICLE PVT LTD,APR,2,2021
SPEED CRAFTS LIMITED,APR,1,2021
SPEEDWAYS ELECTRIC,APR,0,2021
SPEEGO VEHICLES CO PVT LTD,APR,91,2021
SPEEGO VEHICLES PVT. LTD,APR,1,2021
"S P TRADING, KHURDA",APR,12,2021
S R AGRICULTURE EQUIPMENTS CO (P) LTD,APR,31,2021
SRD RENEWABLES,APR,12,2021
"SRI AGENCY & FABRICATION,GOPINATH NAGAR,BERHAMPUR",APR,1,2021
"SRIAGENCY & FABRICATOR,BHMPUR",APR,0,2021
SRI CHERAN TRAILER,APR,0,2021
"SRI GANESH ENG WORKS, HALADIAPADAR, GANJAM",APR,0,2021
SRI LAKSHMI ENGINEERING INDUSTRIES,APR,0,2021
SRI MANJU INDUSTRIES,APR,0,2021
SRI MANJU TRAILERS,APR,1,2021
SRI NANDISHWARA ENGINEERING WORKS,APR,1,2021
SRI RAMA TRAILERS,APR,0,2021
SRI SAI AGRICULTURAL EQUIPMENT,APR,31,2021
SRI SAI MARKETING,APR,0,2021
"SRI.TIRUMALA AGRO SALES, CHARBAHAL",APR,0,2021
SRIVARU MOTORS PVT LTD,APR,10,2021
SRI VELMURUGAN ENGINEERING WORKS,APR,0,2021
S S AGRO INDUSTRIES,APR,0,2021
S.S. AGRO TECH,APR,0,2021
SSB INDISTRIES,APR,8,2021
S S ENTERPRISE,APR,0,2021
SSE WORKS LTD,APR,1,2021
S S GLOBAL,APR,2,2021
STANDARD AGRICULTURE WORKS(R),APR,1,2021
STANDARD COMBINES PVT LTD,APR,0,2021
STANDARD CORPORATION INDIA LTD,APR,17,2021
STAR AGRO INDUSTRIES,APR,2,2021
STAR BULL E MOTORS,APR,24,2021
STAR IGLOBAL AUTOMOTIVE PVT LTD,APR,2,2021
STAR WELDING WORKS,APR,2,2021
SUBHADRA ENGINEERING NUAPADA,APR,7,2021
SUBHLAXMI AGRO,APR,0,2021
SUBRAMANYESWARA INDUSTRIES,APR,2,2021
SUDHA ENGINEERING WORKS,APR,1,2021
SUGANJI RARA ELECTRIC VEHICLE PVT LTD,APR,0,2021
SUMFONL AUTO TRADERS PVT LTD,APR,2,2021
SUNGLOW FAB LLP,APR,0,2021
SUNIL AGRO ENGINEERING WORKS,APR,4,2021
SUNLECTRA AUTO,APR,0,2021
SUNSET TRADE PVT LTD,APR,2,2021
SUNULTRA POWER SOLUTIONS PVT LTD,APR,0,2021
SUPERECO AUTOMOTIVE CO,APR,8,2021
SUPERECO AUTOMOTIVE CO LLP,APR,0,2021
SUPER METRO INDUSTRIES,APR,0,2021
SUPER STANDARD AGRO COMBINE,APR,0,2021
SUPERTECH EV LIMITED,APR,11,2021
SUPREME SMART POWER PVT LTD,APR,0,2021
SURAJ ENGINEERING WORKS,APR,0,2021
SURENDERA AGRO INDUSTRIES,APR,0,2021
SURESH ENGINEERING WORKS,APR,0,2021
SURINDERA AGRO INSDUSTRIES,APR,6,2021
SURYA INDUSTRIES,APR,1,2021
SURYA INTERNATIONAL,APR,0,2021
SURYA MOTORS,APR,0,2021
SURYA STEEL WORKS,APR,0,2021
SUZUKI MOTORCYCLE INDIA PVT LTD,APR,34383,2021
S.V AUTOMOTIVE,APR,1,2021
S.V.ENGINEERS,APR,0,2021
SWADESHI INDUSTRIES,APR,0,2021
SWADESH MOTORS AND TRACTORS LTD,APR,0,2021
SWAMI ENGINEERING WORKS,APR,0,2021
SWARAJ AUTOMOTIVES LTD,APR,1,2021
SWARNCHAKRA AUTOMOBILES PVT LTD,APR,0,2021
SWASTIK ENGINEERING WORKS,APR,2,2021
SYAN AGRO INDUSTRY,APR,0,2021
SYNDICATE AUTO COMPONENTS,APR,0,2021
TADANO LIMITED,APR,0,2021
TAFE LIMITED,APR,4687,2021
TARINI INDUSTRIES,APR,0,2021
TARLE CONSTRUCTION EQUIPMENTS PVT LTD,APR,0,2021
TATA ADVANCED SYSTEMS LTD,APR,0,2021
TATA HITACHI CONSTRUCTION MACHINERY COMP. PVT LTD,APR,114,2021
TATA HITACHI MACHINERY CONSTRUCTION LIMITED,APR,2,2021
TATA INTERNATIONAL VEHICLE APPLICATIONS PVT LTD,APR,0,2021
TATA MOTORS LTD,APR,43197,2021
TATA MOTORS PASSENGER VEHICLES LTD,APR,0,2021
TAURUS ELECTRIC VEHICLES,APR,5,2021
TBL ENTERPRISE,APR,0,2021
TEJASGREEN AUTOMOTIVE PVT LTD,APR,0,2021
TELCO LTD,APR,0,2021
TELSA INC,APR,0,2021
TEREX CORPORATION,APR,3,2021
TEREX EQUIPMENT PVT LTD,APR,0,2021
TERRA MOTORS INDIA PVT LTD,APR,156,2021
THE COMMERCIAL MOTORS LIMITED,APR,2,2021
THUKRAL ELECTRIC BIKES PVT LTD,APR,247,2021
TII INDIA PVT LTD,APR,6,2021
TIL LIMITED,APR,0,2021
TIL LTD,APR,1,2021
TIRTH AGRO TECHNOLOGY PVT LTD,APR,2,2021
TIRTH AGRO TECH.PVT.LTD,APR,0,2021
TIRTH HYGIENE TECHNOLOGY PVT LTD,APR,0,2021
TIRUPATI AGRO INDUSTRIES,APR,2,2021
TITAGARH AGRICO (P) LTD,APR,0,2021
TOP TEAM MACHINES PVT LTD,APR,33,2021
TOYOTA KIRLOSKAR MOTOR PVT LTD,APR,9221,2021
TOYOTA MATERIAL HANDLING INDIA PVT LTD,APR,5,2021
TPS INFRASTRUCTURE LTD,APR,1,2021
TPS INFRASTRUCTURE LTD.,APR,0,2021
TRACLAXX TRACTORS PVT LTD,APR,0,2021
TRACLAXX TRACTORS PVT.LTD,APR,0,2021
TRACTOR VANDANA GREEN,APR,0,2021
TRANS MECH SYSTEMS,APR,0,2021
TRANSPORT ENGINEERING SOLUTIONS INDIA PVT LTD,APR,0,2021
TRANSWORLD TERMINALS PVT LTD,APR,0,2021
TRATEC ENGINEERS PVT LTD,APR,0,2021
TRATICO ENGINEERING INDIA PVT LTD,APR,0,2021
TRIMURTI AGRO INDUSTRIES,APR,0,2021
TRIMURTI INDUSTRIES,APR,0,2021
TRIMURTI TRAILER,APR,0,2021
TRINITY ELECTRIC VEHICLES PVT LTD,APR,0,2021
TRISHIKA INDUSTRIES,APR,18,2021
TRISHUL TRACTORS PVT. LTD.,APR,0,2021
TRIUMPH MOTORCYCLES (INDIA) PVT LTD,APR,37,2021
TRIUMPH UK,APR,0,2021
TRUPART AUTOMOTIVE INDIA PVT LTD,APR,0,2021
TSM ENGINEERING PVT LTD,APR,0,2021
TSR TRADE COM,APR,11,2021
TUFAN MOTORS PVT LTD,APR,14,2021
T U K INDUSTRIES,APR,14,2021
TULJABHAWANI AGRO INDUSTRIES,APR,0,2021
TULSI TRAILER,APR,0,2021
TUNWAL E MOTORS PVT LTD,APR,0,2021
TVS MOTOR COMPANY LTD,APR,140758,2021
TWASHTRE AUTOMOTIVE PVT LTD,APR,0,2021
TWINKLE TRADCOM PVT LTD,APR,29,2021
TWO FRIENDS AUTO ELECTRIC PVT LTD,APR,54,2021
TYST DRIVE INDIA PVT LTD,APR,2,2021
ULTRA MOTORS INDIA PVT LTD,APR,0,2021
UMA  AUTO INDUSTRIES PVT. LTD,APR,1,2021
UMA MOTORS,APR,1,2021
UM LOHIA TWO WHEELERS PVT LTD,APR,0,2021
UNICORN DIGITAL SYSTEMS PVT LTD,APR,3,2021
UNIPAVE ENGINEERING PRODUCTS,APR,1,2021
UNIQUE ENTERPRISES,APR,46,2021
UNIQUE INTERNATIONAL,APR,163,2021
UNITED KINGDOM GROVE,APR,1,2021
UNITED TRANSMOVERS PVT LTD,APR,18,2021
U.P. TELELINKS LIMITED,APR,22,2021
UTKAL INDUSTRIES,APR,6,2021
UTTAM CONSTRUCTION EQUIPMENTS,APR,9,2021
VAHAK FUTURE SOLUTIONS LLP,APR,0,2021
VANDANA TRAILORS AND BODY MFG PVT LTD,APR,1,2021
VANI ELECTRIC VEHICLES PVT LTD,APR,246,2021
VARANI RAJ ESTATE MANAGEMENT,APR,0,2021
VARUN INDUSTRIES,APR,1,2021
VAS AGRO SERVICES,APR,0,2021
VASHAN AGRICULTURE WORKS,APR,5,2021
VEANCO AUTOMOTIVES PVT LTD,APR,0,2021
VE COMMERCIAL VEHICLES LTD,APR,3615,2021
VE COMMERCIAL VEHICLES LTD (VOLVO BUSES DIVISION),APR,8,2021
VECTRA ADVANCED ENGINEERING (P) LTD,APR,2,2021
VEECTERO E VEHICLES LLP,APR,0,2021
VEERA VAHANA UDYOG PRIVATE LIMITED,APR,0,2021
VEHICLE FACTORY JABALPUR,APR,0,2021
VENKATESHWARA ENGINEERING WORK,APR,1,2021
VENKATESHWAR AGRO INDUSTRIES,APR,4,2021
VENUS AUTO WHEELS PVT LTD,APR,13,2021
VENUS EQUIPMENT,APR,0,2021
VGLAN BUILDCON PRIVATE LIMITED,APR,0,2021
VGLAN BUILDCON PVT LTD,APR,0,2021
VICTORIA E VEHICLES PVT. LTD,APR,0,2021
VICTORY ELECTRIC INTERNATIONAL,APR,67,2021
VIDARBHA TRAILERS,APR,5,2021
VIJAYA ELECTRIC AUTO PVT LTD,APR,4,2021
VIJAY AGRICULTURAL INDUSTRIES,APR,0,2021
VIJAYA INDUSTRIES,APR,20,2021
VIJAYALAKSHIMI ENGG WORKS,APR,4,2021
VIJAYALAKSHMI INDUSTRIES,APR,0,2021
VIJAY ENGINEERING WORKS,APR,21,2021
VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,APR,0,2021
VIJAYSHREE AUTOCOM LIMITED,APR,0,2021
VIKAS AGRO INDUSTRIES,APR,1,2021
VIKRANT ENGINEERING,APR,5,2021
VIMAL INDUSTRIES,APR,0,2021
VIMAL UNIVERSAL TRADE PVT LTD,APR,6,2021
VINA ENGINEERING WORKS,APR,4,2021
VINCI INDUSTRIAL CORPORATION,APR,3,2021
VINTAGE VEHICLES,APR,61,2021
VISHAL AGRICULTURAL WORKS,APR,1,2021
VISHAL ENTERPRISES,APR,13,2021
VISHAVKARMA AGRO INDUSTRIES,APR,0,2021
VISHAVKARMA ENGINEERING WORKS,APR,2,2021
VISHVAS TRACTORS LTD.,APR,0,2021
VISHWAKARMA AGRICULTURE UDHYOG,APR,0,2021
VISHWAKARMA GNG INDUSTRY,APR,0,2021
VISHWAS EQUIPMENT,APR,0,2021
VISWAKARMA AGRO INDUSTRIES,APR,0,2021
"VISWANATH INDUSTRIES,BBSR",APR,9,2021
VMP CONCRETE EQUIPMENTS PVT LTD,APR,0,2021
VMT INDUSTRIES PVT LTD,APR,4,2021
VOLKSWAGEN AG,APR,39,2021
VOLKSWAGEN INDIA PVT LTD,APR,25,2021
VOLTAS LIMITED,APR,8,2021
VOLVO AUTO INDIA PVT LTD,APR,92,2021
VOLVO CE INDIA PRIVATE LIMITED,APR,22,2021
"""VOLVO GROUP INDIA PVT LTD""",APR,51,2021
VRINDA ENTERPRISES,APR,7,2021
V R WELDING WORKS,APR,0,2021
VSL INDUSTRIES,APR,0,2021
V S TRAILERS,APR,0,2021
V.S.T. TILLERS TRACTORS LIMITED,APR,257,2021
VST TILLER TRACTOR LTD,APR,0,2021
V.T. ENGINEERING,APR,10,2021
V.V.A.AUTO INDUSTRIES PVT.LTD,APR,2,2021
WAKEN MULTITECH PVT LTD,APR,3,2021
WASIM MEERA ENGG WORKS,APR,1,2021
WELCOME E RICKSHAW,APR,1,2021
WELKIN HEALTHCARE PVT LTD,APR,1,2021
WHITE CARBON MOTORS PVT LTD,APR,0,2021
WILLYS INDIA LTD,APR,0,2021
WIRTGEN INDIA PVT LTD,APR,31,2021
WISENT INFRATECH LLP,APR,0,2021
WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),APR,0,2021
XCMG CONSTRUCTION MACHINERY CO. LTD.,APR,0,2021
"XUZHOU CONSTRUCTION MACHINERY GROUP CO. LTD, CHINA",APR,12,2021
XXPLORE AUTOMATIVE PVT LTD,APR,0,2021
XXPLORE AUTOMOTIVE PVT. LIMITED,APR,2,2021
YAARI AUTOMOBILES PVT LTD,APR,6,2021
YAGYAPRIYAA CONSTRUCTION EQUIPMENT INDIA PVT LTD,APR,0,2021
YASH AGRO ENGINEERING WORKS,APR,1,2021
YC ELECTRIC VEHICLE,APR,774,2021
YC ELECTRIC VEHICLE PVT LTD,APR,0,2021
YESH TRAILER,APR,8,2021
YUVRAJ INTERNATIONAL,APR,0,2021
ZBEE INDIA PVT LTD,APR,0,2021
ZENIAK INNOVATION INDIA LTD,APR,63,2021
ZENTHIUM EV PVT LTD,APR,4,2021
ZESAR MOTORS PVT LTD,APR,0,2021
ZHEJIANG GEELY AUTOMOBILE COMPANY LTD,APR,0,2021
ZOOMLION INDIA PVT LTD,APR,0,2021
ZOOM MOTORS PVT LTD,APR,0,2021
3EV INDUSTRIES PVT LTD,MAY,0,2021
3GB TECHNOLOGY PVT LTD,MAY,0,2021
3S INDUSTRIES PRIVATE LIMITED,MAY,1,2021
A1 HEAVY EQUIPMENTS DEVELOPER,MAY,0,2021
A3T INCORPORTED,MAY,3,2021
AADHYA ENTERPRISES,MAY,0,2021
AADITYA EMOTORS INDIA PVT LTD,MAY,0,2021
AAHANA COMMERCE PVT LTD,MAY,6,2021
AARGEE ELECTRIC,MAY,0,2021
AARYA AUTOMOBILES,MAY,0,2021
AASHI INDIA AUTOMOBILES PVT LTD,MAY,0,2021
A B EXCAVATORS & EARTHMOVER LTD,MAY,0,2021
ACCRETION POWER AUTOS,MAY,0,2021
ACTION CONSTRUCTION EQUIPMENT LTD.,MAY,210,2021
A D AGRO WORKS,MAY,7,2021
ADAPT MOTORS PVT LTD,MAY,0,2021
ADICO ESCORTS AGRI EQUIPMENTS PVT. LTD.,MAY,89,2021
ADIDEV TECHNOA PVT LTD,MAY,1,2021
ADISHAKTI TRACTORS,MAY,15,2021
ADISHWAR AUTO RIDE INDIA PVT.LTD,MAY,0,2021
ADISHWAR AUTO RIDE INDIA PVT LTD,MAY,41,2021
ADITYA AGRO INDUSTRIES,MAY,2,2021
ADITYA ENTERPRISES,MAY,0,2021
ADITYA SAI INDUSTRIES,MAY,0,2021
ADRIS ELECTRIC PVT LTD,MAY,0,2021
AFTEK MOTORS INDIA PVT LTD,MAY,1,2021
"AFZAL ENGG WORKS,JUNAGARH",MAY,11,2021
"AGNEE IRON WORKS,BARIPADA",MAY,0,2021
AGP ENGINEERING PRODUCTS,MAY,0,2021
AGRASEN ENGINEERING WORKS,MAY,2,2021
AGRAWAL RENEWABLE ENERGY PVT LTD,MAY,0,2021
AGRI KING,MAY,0,2021
AGRI KING TRACTORS & EQUIPMENTS PVT LTD,MAY,1,2021
AGRO INDUSTRIES,MAY,7,2021
AHITESHAM AGRO ENGINEERING,MAY,0,2021
AHMED MOTORS,MAY,1,2021
AJANTA KRUSHI YANTRA,MAY,1,2021
AJAX ENGINEERING LTD,MAY,53,2021
AJAX FIORI ENGINEERING PVT LTD,MAY,2,2021
"AJAY AGRO ENTERPRISES,SBP",MAY,0,2021
AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,MAY,0,2021
AJAY ENTERPRISES,MAY,0,2021
AKASH AGRO INDUSTRIES,MAY,1,2021
AKASH KRISHI YANTRA,MAY,0,2021
AKASH TRAILOR,MAY,2,2021
A K AUTTO ELECTRICAL,MAY,0,2021
A K GUPTA & CO.,MAY,0,2021
A K S ENG AGRO INDUSTRIES,MAY,1,2021
AKSHAR AGRO LNDUSTRIES,MAY,0,2021
AKSHAR STEEL,MAY,0,2021
AKSHAY INDUSTRIES,MAY,0,2021
ALLENTTI MOTORS PVT LTD,MAY,0,2021
